contrast,previous_response
-1.1312527754155055,-0.7625357562743896
-1.1312084250805148,-0.7625109112826601
-1.1312167409139784,-0.7624968150746213
-1.1308029793076386,-0.7620725432754404
-1.131281185796365,-0.762575129126361
-1.1313430112273153,-0.7626316342852077
-1.1313411138132456,-0.7626298728887108
-1.1312590237890754,-0.7625413100732606
-1.1310092703350523,-0.7622690843772175
-1.130939763362945,-0.7621973355976797
-1.131219170399776,-0.7624977446017819
-1.1313548223313485,-0.7626470608270188
-1.1313564365565125,-0.7626465347081287
-1.1311941972948383,-0.7624704048622144
-1.1313552811482863,-0.7626459865999933
-1.1313566336624796,-0.7626467462737562
-1.131254255938333,-0.7625368834410143
-1.1312452131542126,-0.7625257431839899
-1.1313405815441393,-0.7626293698694822
-1.1311077069517912,-0.7624561380999999
-1.1313541565677672,-0.7626440506340785
-1.1313529005585017,-0.7626428297809316
-1.1313553450286646,-0.7626454428981967
-1.1312637946539532,-0.7626469708154568
-1.1313550653034763,-0.7626450799632866
-1.1313426401197377,-0.7626318002187822
-1.1309077091204771,-0.7621625841099003
-1.1313565886760293,-0.7626466950674948
-1.1313494389805965,-0.7626393162037138
-1.1311815062174113,-0.7624797473058785
-1.1313526491983714,-0.7626425659885232
-1.1313528678674825,-0.76264274029457
-1.1312312513079066,-0.7625092353993381
-1.131303120654144,-0.7625887538303795
-1.131340272693714,-0.7626299111769829
-1.13127131595815,-0.7625618035493089
-1.131312917270501,-0.7625992949261841
-1.1313561063821016,-0.7626461738668925
-1.1311873299061024,-0.7624640738815311
-1.1312994034266874,-0.7625882659904712
-1.1312709533109762,-0.7625567368447485
-1.1311518555546196,-0.762423560318772
-1.131063104351325,-0.7623622284424625
-1.131356289225334,-0.7626463730486163
-1.1313500381275496,-0.7626399646740842
-1.1313505733319036,-0.7626401790276581
-1.1313273801244252,-0.7626149429894291
-1.1311865254071838,-0.762462572351243
-1.1313548931766912,-0.7626452169373342
-1.1313544967458207,-0.7626445480761208
-1.1313444097019598,-0.7626336995835691
-1.131345222755187,-0.762634909687992
-1.130819461396616,-0.7620676041479033
-1.1313530774638398,-0.7626457769400227
-1.1313318383525497,-0.7626210212813088
-1.1313168661651087,-0.7626036383956438
-1.1313529573487209,-0.7626434081880075
-1.1313565841148145,-0.762646690301707
-1.1312058037080925,-0.7624801087139692
-1.131312318233852,-0.7626048289849163
-1.1307676920675749,-0.76207481585132
-1.1310808190651727,-0.7623493203738234
-1.1313193623583526,-0.7626065605458466
-1.1312811328769274,-0.7625647294233437
-1.1313565681343634,-0.762646678515752
-1.1313566302068105,-0.7626467400760089
-1.1307528428215896,-0.7619959304310914
-1.131341232175766,-0.7626306194867148
-1.1313563118256247,-0.7626463928336261
-1.131323737921839,-0.7626110152106057
-1.1313315556204104,-0.7626195576542113
-1.1313564745624602,-0.762646574951538
-1.1313532190060693,-0.7626430373577928
-1.131309258572969,-0.7625957059920608
-1.131283368610708,-0.7625671572550218
-1.1310167438173178,-0.7622783748973087
-1.131350611011803,-0.7626404475074284
-1.131355855847789,-0.7626459673368708
-1.1313424054683825,-0.7626318378860857
-1.1312872522442219,-0.7625758603337985
-1.1309717808564177,-0.7622426129051965
-1.130869513970669,-0.7622472361997299
-1.1313563283135653,-0.7626464319870123
-1.1313566589700625,-0.7626467890167681
-1.1313548130399196,-0.7626447937557044
-1.1308985613919296,-0.7621501798921412
-1.1313527565628763,-0.7626426178060226
-1.1313562544931939,-0.7626463596994283
-1.131350674246461,-0.7626402614518137
-1.1313565113868285,-0.7626466117456346
-1.131356350441602,-0.7626464373011542
-1.1313473655385697,-0.762637042443562
-1.1313532600806133,-0.7626432008473587
-1.1313540546127303,-0.7626439649632635
-1.1313564501386881,-0.7626465458288627
-1.1312859694555748,-0.7625776047874794
-1.1313565075363377,-0.7626466056153068
-1.1313202671606062,-0.7626091201130605
-1.1313468941018605,-0.7626366406191618
-1.1313184662570872,-0.762606968901083
