contrast,previous_response
-1.3165862770184469,-0.3768226564230333
-1.316586313834951,-0.3768226339462072
-1.316340437556411,-0.37674722162543217
-1.3164091275162786,-0.3766635114483318
-1.316457693866928,-0.3767070193161093
-1.3163234609327055,-0.3767502937077923
-1.3165069150642783,-0.376813751721806
-1.3164806950771093,-0.37673510653651887
-1.316307846661022,-0.3767427980379993
-1.3165858651337283,-0.37682223494299855
-1.316491430317749,-0.3767383934625503
-1.3163401995654376,-0.37663231679967124
-1.3165421178795407,-0.37682232747503164
-1.3165778259033627,-0.3765985954106428
-1.3164736618559074,-0.37688399725343485
-1.3165199282222533,-0.37676422765070217
-1.3165866931103323,-0.3768231345063685
-1.3164959689779985,-0.3768039928735142
-1.3164152509070681,-0.37671108301365563
-1.3165832814327347,-0.3768203372592477
-1.3165850384926552,-0.3768239819935374
-1.316542284266048,-0.37679553741495064
-1.3165404420821187,-0.37678231876996177
-1.3165786415676242,-0.37681585898873526
-1.3165866133278712,-0.3768229063252112
-1.3164224958649138,-0.376675570117348
-1.3164974511065146,-0.37679363503728375
-1.316583048827991,-0.37682001972621654
-1.316372270498844,-0.37675385619985735
-1.3165747808356572,-0.37681246846087957
-1.3165859803595832,-0.37682280590066924
-1.316586758256716,-0.3768231351900948
-1.3164331157100149,-0.37670153280160884
-1.3164688993292775,-0.37671771859374864
-1.3165792452286302,-0.3768215119660334
-1.3165604816897332,-0.37683051835061854
-1.3164080137938383,-0.37666196599568114
-1.3162142247034483,-0.37703119820604797
-1.3165863988905497,-0.37682331618255105
-1.3165512534978532,-0.376791834799951
-1.3165730158160298,-0.37681992036676654
-1.3165712788331418,-0.3768131198964407
-1.3165727603807547,-0.37682456021582217
-1.3165129977959806,-0.3767657296700686
-1.3165307824146628,-0.37677257691122085
-1.3165589259943884,-0.3768127790093124
-1.3165580146335158,-0.37681435667575275
-1.3163921041376943,-0.37676679890182874
-1.3165866800863297,-0.3768230080052275
-1.3165134252956086,-0.37676454583227026
-1.3165864293031682,-0.3768227736633207
-1.3165866169857043,-0.3768229228458392
-1.3165300323357623,-0.3767752676708197
-1.3163300259673503,-0.376753129456623
-1.3165254459348363,-0.3767731556183866
-1.3165867055197846,-0.37682311839451227
-1.3165424352158879,-0.3768207401466434
-1.3163510989415295,-0.3766117913344403
-1.3165097504883432,-0.3767778134868707
-1.3165817758876825,-0.3768232638566872
-1.3164367359181823,-0.3766881748291399
-1.316444326066666,-0.37671022713309793
-1.316577468057142,-0.3768200792570163
-1.3165837776518774,-0.37682097811619786
-1.3162325912432313,-0.37675682189658344
-1.3163634935192643,-0.3767168996604169
-1.31656790273605,-0.3768093469995155
-1.3165853030789376,-0.37682237615486686
-1.3163097369255932,-0.37689804313393926
-1.316512967559249,-0.37676623459143244
-1.316396403518302,-0.37694337009956513
-1.3165084948529853,-0.37675268482770513
-1.3160609685563327,-0.3769238383244405
-1.3166954647100877,-0.3764601437578872
-1.3165337495801452,-0.3767756109305502
-1.3165524988027741,-0.3768162347166178
-1.316477494864565,-0.3767248266037623
-1.3165867872446422,-0.3768231775757439
-1.3165855207924417,-0.3768219298567364
-1.3165841411096126,-0.3768207132361901
-1.3165821753450349,-0.37681982972562084
-1.316574524606688,-0.37681823274153853
-1.3165865285437905,-0.3768228247278659
-1.3164584438684885,-0.3767185553556096
-1.316549469779673,-0.3768064168284914
-1.3165858333717841,-0.37682222838960344
-1.316586643235773,-0.37682296375368246
-1.3164044335845757,-0.3766628409164001
-1.3160758314660428,-0.3764103789333361
-1.316586732609575,-0.3768230756223463
-1.3164948446362466,-0.376740780208964
-1.3165155986078139,-0.3767727621355679
-1.3165772303649133,-0.37652380858324586
-1.3164761908840996,-0.37687642603307847
-1.3165650375060105,-0.3768215090259141
-1.3163947585646039,-0.37689497036030434
-1.316012102568809,-0.3763336147204676
-1.316585981150802,-0.3768229701706898
-1.3165863944923546,-0.3768227014208538
-1.316573200355756,-0.37681566697383856
