,ID,resp,theta,previous,contrast,state,stim*contrast,block,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,Predicted_state
0,1,0,1,0,0.02,2,0.02,1,0,1,0,0,0.501302146707818,0.4986978532921663,1
1,1,1,1,1,0.01,2,0.01,1,1,2,1,1,0.5634336117877843,0.4365663882122236,1
2,1,0,-1,-1,0.02,2,-0.02,1,1,3,1,1,0.5643676181160922,0.4356323818839278,1
3,1,1,-1,1,0.02,2,-0.02,1,0,4,1,0,0.5046968648862076,0.4953031351137659,1
4,1,0,-1,-1,0.01,2,-0.01,1,1,5,1,1,0.3528182171697179,0.6471817828302996,2
5,1,0,1,1,0.1,2,0.1,1,0,6,0,0,0.0490037513834071,0.950996248616582,2
6,1,0,-1,1,0.05,2,-0.05,1,1,7,0,1,0.0112684729701544,0.9887315270298488,2
7,1,1,1,-1,0.1,2,0.1,1,1,8,0,1,0.0049929205608731,0.9950070794391278,2
8,1,1,1,-1,0.05,2,0.05,1,1,9,0,1,0.0050622626302015,0.9949377373698236,2
9,1,0,1,1,0.1,2,0.1,1,0,10,0,0,0.0145895483695567,0.985410451630454,2
10,1,1,-1,1,0.02,2,-0.02,1,0,11,1,0,0.0962230678749955,0.9037769321249888,2
11,1,0,-1,-1,0.05,2,-0.05,1,1,12,1,1,0.1116572930846592,0.88834270691534,2
12,1,0,-1,1,0.02,2,-0.02,1,1,13,0,1,0.0739884275139771,0.9260115724860244,2
13,1,0,-1,1,0.01,2,-0.01,1,1,14,0,1,0.1293297329273174,0.8706702670726848,2
14,1,1,-1,1,0.05,1,-0.05,1,0,15,1,0,0.5205652992659855,0.4794347007340158,1
15,1,1,1,1,0.1,1,0.1,1,1,16,1,1,0.7114332493087994,0.2885667506912289,1
16,1,1,1,1,0.05,1,0.05,1,1,17,1,1,0.8271489634035539,0.1728510365964604,1
17,1,1,-1,1,0.01,1,-0.01,1,0,18,1,0,0.8931296222417376,0.106870377758243,1
18,1,0,1,-1,0.02,1,0.02,1,0,19,1,0,0.9261322648867564,0.0738677351132161,1
19,1,1,1,1,0.05,1,0.05,1,1,20,1,1,0.9391086178693236,0.0608913821306687,1
20,1,0,-1,-1,0.1,1,-0.1,1,1,21,1,1,0.9435577797519348,0.0564422202480478,1
21,1,0,-1,-1,0.1,1,-0.1,1,1,22,1,1,0.9435531259182316,0.0564468740817485,1
22,1,1,1,1,0.01,1,0.01,1,1,23,1,1,0.9390933422679854,0.060906657732004,1
23,1,0,-1,-1,0.1,1,-0.1,1,1,24,1,1,0.923204141765364,0.0767958582346576,1
24,1,0,1,-1,0.05,1,0.05,1,0,25,1,0,0.8966150920397111,0.1033849079602907,1
25,1,1,1,1,0.02,1,0.02,1,1,26,1,1,0.8338549638679882,0.1661450361320253,1
26,1,1,1,1,0.1,1,0.1,1,1,27,1,1,0.7182133303638412,0.2817866696361601,1
27,1,0,-1,1,0.02,1,-0.02,1,1,28,0,1,0.5280268686752385,0.4719731313247385,1
28,1,1,-1,1,0.02,1,-0.02,1,0,29,1,0,0.5735560154767861,0.4264439845231994,1
29,1,1,1,1,0.05,1,0.05,1,1,30,1,1,0.5560969979137691,0.4439030020862468,1
30,1,1,-1,-1,0.1,2,-0.1,1,0,31,0,0,0.4801493633969004,0.5198506366031213,2
31,1,1,1,1,0.02,1,0.02,1,1,32,1,1,0.6849024139402863,0.3150975860597176,1
32,1,1,1,1,0.1,1,0.1,1,1,33,1,1,0.7935602984514666,0.2064397015485096,1
33,1,1,-1,1,0.02,1,-0.02,1,0,34,1,0,0.8579562906001311,0.1420437093998892,1
34,1,1,-1,1,0.05,1,-0.05,1,0,35,1,0,0.8837826561735992,0.1162173438263728,1
35,1,1,1,1,0.05,1,0.05,1,1,36,1,1,0.8799282100789805,0.1200717899210238,1
36,1,0,-1,-1,0.02,1,-0.02,1,1,37,1,1,0.8549979628268571,0.1450020371731353,1
37,1,0,-1,-1,0.01,1,-0.01,1,1,38,1,1,0.7956002437598596,0.2043997562401515,1
38,1,0,-1,1,0.02,1,-0.02,1,1,39,0,1,0.6759638101510941,0.3240361898489173,1
39,1,0,1,-1,0.01,1,0.01,1,0,40,1,0,0.7626737108807627,0.2373262891192243,1
40,1,0,-1,-1,0.05,1,-0.05,1,1,41,1,1,0.7938651977408365,0.2061348022591514,1
41,1,0,-1,-1,0.02,1,-0.02,1,1,42,1,1,0.7906330199262721,0.209366980073704,1
42,1,0,1,-1,0.05,1,0.05,1,0,43,1,0,0.747969425002558,0.2520305749974528,1
43,1,1,-1,1,0.05,1,-0.05,1,0,44,1,0,0.634570341630737,0.3654296583692798,1
44,1,0,1,1,0.1,1,0.1,1,0,45,0,0,0.3933613353926101,0.6066386646074018,2
45,1,0,-1,-1,0.05,1,-0.05,1,1,46,1,1,0.4372097584426806,0.5627902415573421,2
46,1,1,-1,1,0.05,2,-0.05,1,0,47,1,0,0.4210775476647702,0.5789224523352261,2
47,1,0,1,-1,0.1,2,0.1,1,0,48,1,0,0.3222695304745883,0.6777304695254242,2
48,1,1,1,-1,0.1,2,0.1,1,1,49,0,1,0.0667292475831385,0.933270752416868,2
49,1,1,-1,-1,0.01,2,-0.01,1,0,50,0,0,0.0196820189214427,0.9803179810785702,2
50,1,1,1,-1,0.1,2,0.1,1,1,51,0,1,0.023834063977049,0.9761659360229552,2
51,1,0,1,-1,0.02,2,0.02,1,0,52,1,0,0.0787973076873139,0.9212026923126736,2
