block,resp,theta,previous,contrast,state,stim*contrast,ID,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,State
1,1,-1,-1,0.02,1,-0.02,1,0,1,0,0,8.068388946694791e-08,0.9999999193169092,1
1,0,-1,1,0.05,1,-0.05,1,1,2,0,1,0.024321841281529987,0.9756781587181615,1
1,0,-1,-1,0.05,1,-0.05,1,1,3,1,1,0.04792022629030544,0.9520797737093715,1
1,1,1,-1,0.01,1,0.01,1,1,4,0,1,0.06730261998824039,0.9326973800123938,1
1,1,1,-1,0.05,1,0.05,1,1,5,0,1,0.08774308580878014,0.9122569141918243,1
1,1,-1,-1,0.01,1,-0.01,1,0,6,0,0,0.10781840285528943,0.892181597142897,1
1,1,-1,-1,0.05,1,-0.05,1,0,7,0,0,0.13058839859848353,0.8694116014022919,1
1,0,-1,1,0.05,1,-0.05,1,1,8,0,1,0.16030033893274748,0.839699661067767,1
1,1,-1,1,0.02,1,-0.02,1,0,9,1,0,0.18991253024827373,0.8100874697534419,1
1,1,1,-1,0.05,1,0.05,1,1,10,0,1,0.21534238557821148,0.7846576144214658,1
1,1,1,1,0.05,1,0.05,1,1,11,1,1,0.24102584116508857,0.7589741588350438,1
1,1,-1,-1,0.01,1,-0.01,1,0,12,0,0,0.2634147220288817,0.7365852779696636,1
1,0,-1,-1,0.02,1,-0.02,1,1,13,1,1,0.28988717788785073,0.7101128221112564,1
1,1,-1,1,0.01,1,-0.01,1,0,14,1,0,0.3108787181868127,0.6891212818120035,1
1,1,1,-1,0.02,1,0.02,1,1,15,0,1,0.32829103009365956,0.671708969906326,1
1,1,1,1,0.02,1,0.02,1,1,16,1,1,0.347551470956546,0.6524485290427905,1
1,1,1,1,0.01,1,0.01,1,1,17,1,1,0.3635292771879376,0.6364707228114029,1
1,1,1,1,0.01,1,0.01,1,1,18,1,1,0.37631546836344276,0.6236845316363,1
1,0,-1,1,0.05,1,-0.05,1,1,19,0,1,0.3860641037091312,0.6139358962924388,1
1,0,-1,1,0.02,1,-0.02,1,1,20,0,1,0.3961562479547058,0.603843752043734,1
1,0,-1,1,0.05,1,-0.05,1,1,21,0,1,0.4078680021428415,0.5921319978584123,1
1,0,-1,-1,0.05,1,-0.05,1,1,22,1,1,0.4200083218150836,0.5799916781862207,1
1,0,-1,1,0.02,1,-0.02,1,1,23,0,1,0.42850774876936965,0.5714922512316136,1
1,1,-1,-1,0.02,1,-0.02,1,0,24,0,0,0.43869826974069737,0.5613017302589692,1
1,1,1,-1,0.02,1,0.02,1,1,25,0,1,0.45356232682516456,0.5464376731754447,1
1,1,-1,1,0.02,1,-0.02,1,0,26,1,0,0.47061893688821593,0.5293810631102503,1
1,0,1,-1,0.05,0,0.05,1,0,27,1,0,0.4846451090997044,0.5153548909002381,1
1,1,-1,1,0.05,0,-0.05,1,0,28,1,0,0.494706232466,0.5052937675322826,1
1,1,-1,1,0.02,0,-0.02,1,0,29,1,0,0.5025742553055546,0.497425744695443,0
1,0,1,-1,0.05,0,0.05,1,0,30,1,0,0.5078265281878146,0.49217347181049315,0
1,0,-1,1,0.02,0,-0.02,1,1,31,0,1,0.5094984558815573,0.4905015441167178,0
