,ID,resp,theta,previous,contrast,state,stim*contrast,block,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,Predicted_state
0,1,0,-1,0,0.02,2,-0.02,1,1,1,0,1,0.697809947762805,0.3021900522372229,1
1,1,0,-1,-1,0.01,2,-0.01,1,1,2,1,1,0.7924501584958197,0.2075498415041629,1
2,1,0,1,-1,0.1,2,0.1,1,0,3,1,0,0.8400291892555545,0.1599708107444657,1
3,1,0,-1,-1,0.01,2,-0.01,1,1,4,1,1,0.854704580172882,0.1452954198271328,1
4,1,1,-1,1,0.01,1,-0.01,1,0,5,1,0,0.8445606187095918,0.1554393812903852,1
5,1,1,-1,1,0.1,2,-0.1,1,0,6,1,0,0.8117876709053031,0.1882123290946829,1
6,1,0,1,1,0.01,2,0.01,1,0,7,0,0,0.744384569919432,0.2556154300805558,1
7,1,0,-1,-1,0.01,2,-0.01,1,1,8,1,1,0.8013505143853954,0.1986494856145887,1
8,1,0,1,-1,0.1,2,0.1,1,0,9,1,0,0.8202049694623208,0.1797950305376983,1
9,1,1,-1,1,0.1,2,-0.1,1,0,10,1,0,0.8048391604087718,0.1951608395912488,1
10,1,1,-1,1,0.05,2,-0.05,1,0,11,1,0,0.756886087285733,0.2431139127142643,1
11,1,1,-1,1,0.05,2,-0.05,1,0,12,1,0,0.6629450536861106,0.3370549463138937,1
12,1,0,-1,-1,0.1,1,-0.1,1,1,13,1,1,0.4946606244316803,0.5053393755683189,2
13,1,1,1,-1,0.02,1,0.02,1,1,14,0,1,0.1932117300332746,0.8067882699667107,2
14,1,0,-1,1,0.05,1,-0.05,1,1,15,0,1,0.0915721486474612,0.908427851352552,2
15,1,0,-1,1,0.1,1,-0.1,1,1,16,0,1,0.0533653974681057,0.946634602531878,2
16,1,0,1,1,0.05,1,0.05,1,0,17,0,0,0.041881497895964,0.9581185021040624,2
17,1,1,1,-1,0.1,1,0.1,1,1,18,0,1,0.0501381543898262,0.9498618456101728,2
18,1,1,-1,-1,0.05,1,-0.05,1,0,19,0,0,0.0914966307736767,0.9085033692263106,2
19,1,0,1,-1,0.02,1,0.02,1,0,20,1,0,0.2237900783658244,0.7762099216341822,2
20,1,0,1,-1,0.02,1,0.02,1,0,21,1,0,0.2641533794952136,0.7358466205047807,2
21,1,1,-1,1,0.02,1,-0.02,1,0,22,1,0,0.2270602822074719,0.7729397177925409,2
22,1,0,-1,1,0.05,1,-0.05,1,1,23,0,1,0.1086008216091511,0.8913991783908728,2
23,1,0,-1,1,0.1,1,-0.1,1,1,24,0,1,0.064964632258152,0.9350353677418292,2
24,1,0,1,1,0.01,1,0.01,1,0,25,0,0,0.054276325753132,0.9457236742468752,2
25,1,1,1,-1,0.01,1,0.01,1,1,26,0,1,0.0697812123005457,0.930218787699464,2
