,ID,resp,theta,previous,contrast,state,stim*contrast,block,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,Predicted_state
0,1,1,-1,0.0,0.01,1,-0.1739990762696116,1,0,1,0,0,0.4164935234440055,0.5835064765559823,2
1,1,0,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,0,2,1,0,0.3680468056281035,0.6319531943718939,2
2,1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,3,1,1,0.3652809568309899,0.6347190431690007,2
3,1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,4,1,1,0.3483569459273536,0.6516430540726481,2
4,1,0,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,0,5,1,0,0.3154860499788327,0.68451395002116,2
5,1,0,-1,-0.9925527805791652,0.01,1,-0.1739990762696116,1,1,6,1,1,0.320094067684015,0.6799059323159832,2
6,1,1,-1,1.0074627157421212,0.02,2,-0.3488092718467011,1,0,7,1,0,0.3148074663173415,0.6851925336826656,2
7,1,1,-1,1.0074627157421212,0.01,2,-0.1739990762696116,1,0,8,1,0,0.3454968775255286,0.654503122474485,2
8,1,1,1,1.0074627157421212,0.05,2,0.8748620971929245,1,1,9,1,1,0.3931154789279733,0.6068845210720222,2
9,1,1,1,1.0074627157421212,0.05,2,0.8748620971929245,1,1,10,1,1,0.4295215146008797,0.5704784853991238,2
10,1,0,-1,1.0074627157421212,0.1,2,-1.747290836463416,1,1,11,0,1,0.4585627905680371,0.5414372094319695,2
11,1,0,-1,-0.9925527805791652,0.01,2,-0.1739990762696116,1,1,12,1,1,0.3818816632205111,0.6181183367794816,2
12,1,1,1,1.0074627157421212,0.01,2,0.175621314884567,1,1,13,1,1,0.3032723990360021,0.6967276009639917,2
13,1,1,1,1.0074627157421212,0.01,2,0.175621314884567,1,1,14,1,1,0.2138710068166757,0.7861289931833139,2
14,1,0,1,-0.9925527805791652,0.02,2,0.3504315104616564,1,0,15,1,0,0.1039223845174458,0.8960776154825606,2
15,1,1,-1,1.0074627157421212,0.1,2,-1.747290836463416,1,0,16,1,0,0.0053403057058118,0.9946596942941748,2
16,1,1,-1,1.0074627157421212,0.05,2,-0.873239858577969,1,0,17,1,0,0.0146026915557845,0.985397308444208,2
17,1,1,-1,1.0074627157421212,0.05,2,-0.873239858577969,1,0,18,1,0,0.0293672727116109,0.9706327272883876,2
18,1,1,-1,1.0074627157421212,0.02,2,-0.3488092718467011,1,0,19,1,0,0.0806860828631419,0.9193139171368464,2
19,1,1,-1,1.0074627157421212,0.01,2,-0.1739990762696116,1,0,20,1,0,0.1242902446668228,0.875709755333169,2
20,1,1,-1,1.0074627157421212,0.01,2,-0.1739990762696116,1,0,21,1,0,0.1517316998289571,0.8482683001710429,2
21,1,0,1,-0.9925527805791652,0.01,2,0.175621314884567,1,0,22,1,0,0.1671068698121387,0.8328931301878548,2
22,1,1,1,1.0074627157421212,0.02,2,0.3504315104616564,1,1,23,1,1,0.1733856612047247,0.8266143387952646,2
23,1,1,-1,1.0074627157421212,0.05,2,-0.873239858577969,1,0,24,1,0,0.1486776217678304,0.8513223782321685,2
24,1,1,1,-0.9925527805791652,0.1,2,1.7489130750783717,1,1,25,0,1,0.2571894876216682,0.7428105123783281,2
25,1,1,-1,1.0074627157421212,0.01,2,-0.1739990762696116,1,0,26,1,0,0.2511555028481435,0.7488444971518498,2
26,1,0,-1,-0.9925527805791652,0.02,2,-0.3488092718467011,1,1,27,1,1,0.2482702490956298,0.7517297509043572,2
27,1,1,1,1.0074627157421212,0.1,2,1.7489130750783717,1,1,28,1,1,0.2229300834142722,0.7770699165857349,2
28,1,0,-1,-0.9925527805791652,0.05,2,-0.873239858577969,1,1,29,1,1,0.1678854563239287,0.832114543676078,2
29,1,0,1,-0.9925527805791652,0.05,2,0.8748620971929245,1,0,30,1,0,0.0778154061684194,0.922184593831592,2
30,1,1,-1,1.0074627157421212,0.02,2,-0.3488092718467011,1,0,31,1,0,0.0783850221606561,0.921614977839354,2
31,1,1,-1,1.0074627157421212,0.05,2,-0.873239858577969,1,0,32,1,0,0.066497224631046,0.9335027753689504,2
32,1,0,-1,-0.9925527805791652,0.02,2,-0.3488092718467011,1,1,33,1,1,0.1265363931544716,0.8734636068455275,2
33,1,0,-1,-0.9925527805791652,0.02,2,-0.3488092718467011,1,1,34,1,1,0.1505081435356153,0.8494918564643956,2
34,1,0,1,-0.9925527805791652,0.01,2,0.175621314884567,1,0,35,1,0,0.1409668113001221,0.8590331886998814,2
35,1,0,1,-0.9925527805791652,0.01,2,0.175621314884567,1,0,36,1,0,0.1179598786053674,0.882040121394644,2
36,1,0,1,-0.9925527805791652,0.05,2,0.8748620971929245,1,0,37,1,0,0.0779994355479357,0.9220005644520682,2
37,1,1,1,1.0074627157421212,0.02,2,0.3504315104616564,1,1,38,1,1,0.1185516299003638,0.8814483700996479,2
38,1,1,-1,1.0074627157421212,0.05,2,-0.873239858577969,1,0,39,1,0,0.1218601462627612,0.8781398537372437,2
39,1,0,-1,-0.9925527805791652,0.01,2,-0.1739990762696116,1,1,40,1,1,0.2544137770782071,0.7455862229217805,2
40,1,0,1,-0.9925527805791652,0.02,2,0.3504315104616564,1,0,41,1,0,0.3723108559032854,0.6276891440967167,2
41,1,0,1,-0.9925527805791652,0.01,2,0.175621314884567,1,0,42,1,0,0.557570262681572,0.4424297373184175,1
42,1,1,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,1,43,0,1,0.8061741681704975,0.1938258318295102,1
43,1,0,-1,-0.9925527805791652,0.02,2,-0.3488092718467011,1,1,44,1,1,0.7623191958640265,0.2376808041359707,1
44,1,0,-1,-0.9925527805791652,0.02,2,-0.3488092718467011,1,1,45,1,1,0.7503386874223232,0.2496613125776841,1
45,1,1,-1,1.0074627157421212,0.02,2,-0.3488092718467011,1,0,46,1,0,0.7689560469422124,0.231043953057793,1
46,1,1,1,-0.9925527805791652,0.02,2,0.3504315104616564,1,1,47,0,1,0.8706205302054235,0.1293794697945708,1
47,1,0,1,-0.9925527805791652,0.01,2,0.175621314884567,1,0,48,1,0,0.7675907820023123,0.2324092179976947,1
48,1,0,-1,-0.9925527805791652,0.05,2,-0.873239858577969,1,1,49,1,1,0.7259648578038655,0.2740351421961463,1
49,1,1,-1,1.0074627157421212,0.01,2,-0.1739990762696116,1,0,50,1,0,0.7083012893022357,0.2916987106977614,1
50,1,0,-1,-0.9925527805791652,0.02,1,-0.3488092718467011,1,1,51,1,1,0.7435574655185815,0.2564425344814225,1
51,1,1,1,1.0074627157421212,0.02,1,0.3504315104616564,1,1,52,1,1,0.8089787832709899,0.1910212167290198,1
52,1,0,-1,1.0074627157421212,0.05,1,-0.873239858577969,1,1,53,0,1,0.9114168148743448,0.0885831851256494,1
53,1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,54,1,1,0.8746157880641799,0.1253842119358153,1
54,1,0,-1,-0.9925527805791652,0.05,1,-0.873239858577969,1,1,55,1,1,0.8774642296973788,0.1225357703026287,1
55,1,1,1,-0.9925527805791652,0.1,1,1.7489130750783717,1,1,56,0,1,0.9202661326071124,0.0797338673928871,1
56,1,1,1,-0.9925527805791652,0.01,2,0.175621314884567,1,1,57,0,1,0.9513894848141534,0.0486105151858344,1
57,1,1,-1,1.0074627157421212,0.01,1,-0.1739990762696116,1,0,58,1,0,0.8783716454201697,0.1216283545798378,1
58,1,1,-1,1.0074627157421212,0.01,1,-0.1739990762696116,1,0,59,1,0,0.8690790822901894,0.1309209177098164,1
59,1,1,1,-0.9925527805791652,0.05,1,0.8748620971929245,1,1,60,0,1,0.922124614794659,0.077875385205335,1
60,1,1,1,1.0074627157421212,0.1,1,1.7489130750783717,1,1,61,1,1,0.8577604750155897,0.1422395249844099,1
61,1,0,1,-0.9925527805791652,0.01,1,0.175621314884567,1,0,62,1,0,0.8308440415987812,0.1691559584012321,1
62,1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,63,1,1,0.8650206359556425,0.134979364044369,1
63,1,1,1,-0.9925527805791652,0.05,1,0.8748620971929245,1,1,64,0,1,0.9378397799362184,0.0621602200637938,1
64,1,0,-1,1.0074627157421212,0.1,1,-1.747290836463416,1,1,65,0,1,0.9082195569491652,0.0917804430508321,1
65,1,1,-1,1.0074627157421212,0.01,1,-0.1739990762696116,1,0,66,1,0,0.8591997356305758,0.1408002643694279,1
66,1,0,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,0,67,1,0,0.8720410223737792,0.1279589776262259,1
67,1,0,-1,1.0074627157421212,0.05,1,-0.873239858577969,1,1,68,0,1,0.9696959563663824,0.0303040436336181,1
68,1,1,1,-0.9925527805791652,0.01,1,0.175621314884567,1,1,69,0,1,0.984958804826022,0.015041195173984,1
69,1,0,-1,1.0074627157421212,0.05,1,-0.873239858577969,1,1,70,0,1,0.9672474944257726,0.0327525055742317,1
70,1,1,1,1.0074627157421212,0.1,1,1.7489130750783717,1,1,71,1,1,0.8576530413842609,0.1423469586157519,1
71,1,1,1,1.0074627157421212,0.01,1,0.175621314884567,1,1,72,1,1,0.7854275465664103,0.2145724534335972,1
72,1,1,1,1.0074627157421212,0.01,1,0.175621314884567,1,1,73,1,1,0.7517564703167238,0.2482435296832681,1
73,1,0,-1,-0.9925527805791652,0.02,1,-0.3488092718467011,1,1,74,1,1,0.752965767112786,0.2470342328872197,1
74,1,1,1,-0.9925527805791652,0.1,1,1.7489130750783717,1,1,75,0,1,0.7850630739593583,0.214936926040646,1
75,1,1,1,1.0074627157421212,0.1,1,1.7489130750783717,1,1,76,1,1,0.768127196102042,0.2318728038979507,1
76,1,1,1,1.0074627157421212,0.02,1,0.3504315104616564,1,1,77,1,1,0.7791206328191214,0.2208793671808657,1
77,1,1,-1,1.0074627157421212,0.01,1,-0.1739990762696116,1,0,78,1,0,0.8235545773168201,0.1764454226831786,1
78,1,1,1,-0.9925527805791652,0.05,1,0.8748620971929245,1,1,79,0,1,0.9324577829395628,0.0675422170604438,1
79,1,0,-1,1.0074627157421212,0.05,1,-0.873239858577969,1,1,80,0,1,0.9216405851604286,0.0783594148395772,1
80,1,1,-1,1.0074627157421212,0.02,1,-0.3488092718467011,1,0,81,1,0,0.7434524684918562,0.2565475315081568,1
81,1,1,-1,1.0074627157421212,0.02,1,-0.3488092718467011,1,0,82,1,0,0.6607686406716727,0.3392313593283171,1
82,1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,83,1,1,0.6537330704744045,0.346266929525604,1
83,1,1,1,1.0074627157421212,0.1,1,1.7489130750783717,1,1,84,1,1,0.66302507114084,0.3369749288591715,1
84,1,1,1,1.0074627157421212,0.02,1,0.3504315104616564,1,1,85,1,1,0.6890860516096015,0.3109139483903874,1
85,1,0,-1,1.0074627157421212,0.1,1,-1.747290836463416,1,1,86,0,1,0.7395737886698533,0.260426211330145,1
86,1,0,-1,-0.9925527805791652,0.05,1,-0.873239858577969,1,1,87,1,1,0.7263032693195133,0.2736967306804986,1
87,1,0,-1,-0.9925527805791652,0.05,2,-0.873239858577969,1,1,88,1,1,0.7370292675513428,0.2629707324486515,1
88,1,1,1,-0.9925527805791652,0.1,2,1.7489130750783717,1,1,89,0,1,0.7728854297766728,0.2271145702233335,1
89,1,1,1,1.0074627157421212,0.02,2,0.3504315104616564,1,1,90,1,1,0.7567700066236763,0.2432299933763242,1
90,1,0,-1,1.0074627157421212,0.1,1,-1.747290836463416,1,1,91,0,1,0.7717863591596784,0.2282136408403213,1
91,1,1,1,1.0074627157421212,0.01,1,0.175621314884567,1,1,92,1,1,0.7306368827167441,0.2693631172832676,1
92,1,0,-1,-0.9925527805791652,0.1,1,-1.747290836463416,1,1,93,1,1,0.7224231891412506,0.2775768108587469,1
93,1,1,1,-0.9925527805791652,0.1,1,1.7489130750783717,1,1,94,0,1,0.7372806213718112,0.2627193786281797,1
94,1,0,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,0,95,1,0,0.6920985426995084,0.307901457300493,1
95,1,1,1,-0.9925527805791652,0.1,1,1.7489130750783717,1,1,96,0,1,0.7236448645246499,0.276355135475351,1
96,1,1,1,-0.9925527805791652,0.1,1,1.7489130750783717,1,1,97,0,1,0.692773015053216,0.3072269849467813,1
97,1,1,-1,1.0074627157421212,0.01,1,-0.1739990762696116,1,0,98,1,0,0.5854036394176708,0.4145963605823399,1
98,1,1,1,1.0074627157421212,0.1,1,1.7489130750783717,1,1,99,1,1,0.5246762264521699,0.4753237735478314,1
99,1,0,1,-0.9925527805791652,0.01,1,0.175621314884567,1,0,100,1,0,0.4660416871460514,0.5339583128539372,2
100,1,0,-1,-0.9925527805791652,0.1,1,-1.747290836463416,1,1,101,1,1,0.4396979902014949,0.5603020097984959,2
101,1,1,-1,1.0074627157421212,0.01,2,-0.1739990762696116,1,0,102,1,0,0.4064886375052944,0.5935113624946955,2
102,1,1,-1,1.0074627157421212,0.02,2,-0.3488092718467011,1,0,103,1,0,0.3970196330054139,0.6029803669945833,2
103,1,1,1,1.0074627157421212,0.1,2,1.7489130750783717,1,1,104,1,1,0.4352163975269804,0.5647836024730285,2
104,1,0,1,-0.9925527805791652,0.01,2,0.175621314884567,1,0,105,1,0,0.4660746817134272,0.5339253182865847,2
105,1,1,1,1.0074627157421212,0.01,2,0.175621314884567,1,1,106,1,1,0.5294831100636797,0.4705168899363188,1
106,1,1,1,1.0074627157421212,0.01,2,0.175621314884567,1,1,107,1,1,0.6063308101734376,0.3936691898265693,1
107,1,1,-1,1.0074627157421212,0.01,2,-0.1739990762696116,1,0,108,1,0,0.7050030782656092,0.2949969217343877,1
108,1,1,1,-0.9925527805791652,0.05,2,0.8748620971929245,1,1,109,0,1,0.8661758492652829,0.1338241507347164,1
109,1,0,-1,-0.9925527805791652,0.01,2,-0.1739990762696116,1,1,110,1,1,0.8408610377407014,0.1591389622593124,1
110,1,1,1,-0.9925527805791652,0.1,1,1.7489130750783717,1,1,111,0,1,0.8587267552322019,0.1412732447678113,1
111,1,1,1,1.0074627157421212,0.1,1,1.7489130750783717,1,1,112,1,1,0.8474559856517202,0.1525440143482772,1
112,1,1,1,-0.9925527805791652,0.05,1,0.8748620971929245,1,1,113,0,1,0.8725589742175718,0.1274410257824156,1
113,1,1,1,1.0074627157421212,0.02,2,0.3504315104616564,1,1,114,1,1,0.7172607249345115,0.2827392750654979,1
114,1,0,-1,-0.9925527805791652,0.01,2,-0.1739990762696116,1,1,115,1,1,0.5907066917233056,0.4092933082766999,1
115,1,1,1,1.0074627157421212,0.05,2,0.8748620971929245,1,1,116,1,1,0.4855563148921786,0.5144436851078144,2
116,1,0,1,-0.9925527805791652,0.02,2,0.3504315104616564,1,0,117,1,0,0.3789784604453273,0.6210215395546722,2
117,1,1,-1,1.0074627157421212,0.02,2,-0.3488092718467011,1,0,118,1,0,0.3256336655547967,0.6743663344452078,2
118,1,0,1,-0.9925527805791652,0.01,2,0.175621314884567,1,0,119,1,0,0.3110177950060757,0.6889822049939303,2
119,1,1,1,1.0074627157421212,0.05,2,0.8748620971929245,1,1,120,1,1,0.3087231987077962,0.6912768012922103,2
120,1,0,1,-0.9925527805791652,0.02,2,0.3504315104616564,1,0,121,1,0,0.286289625268265,0.7137103747317352,2
121,1,1,1,1.0074627157421212,0.05,2,0.8748620971929245,1,1,122,1,1,0.2965119448208915,0.7034880551791088,2
122,1,0,1,-0.9925527805791652,0.05,2,0.8748620971929245,1,0,123,1,0,0.2853035370013104,0.7146964629986985,2
123,1,1,-1,1.0074627157421212,0.01,1,-0.1739990762696116,1,0,124,1,0,0.4898871483838202,0.5101128516161918,2
124,1,0,-1,1.0074627157421212,0.1,1,-1.747290836463416,1,1,125,0,1,0.752051217614665,0.2479487823853332,1
125,1,1,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,1,126,0,1,0.8940872279670913,0.1059127720329012,1
126,1,1,1,-0.9925527805791652,0.1,1,1.7489130750783717,1,1,127,0,1,0.8440264883659163,0.155973511634076,1
127,1,0,1,-0.9925527805791652,0.01,1,0.175621314884567,1,0,128,1,0,0.7496024592566187,0.2503975407433892,1
128,1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,129,1,1,0.7146629936759472,0.2853370063240424,1
129,1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,130,1,1,0.7024877539845974,0.297512246015406,1
130,1,0,-1,-0.9925527805791652,0.1,1,-1.747290836463416,1,1,131,1,1,0.7117899216712709,0.2882100783287229,1
131,1,0,1,-0.9925527805791652,0.01,1,0.175621314884567,1,0,132,1,0,0.7430304206660306,0.2569695793339782,1
132,1,1,1,1.0074627157421212,0.01,1,0.175621314884567,1,1,133,1,1,0.8329549203386062,0.1670450796613918,1
133,1,1,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,1,134,0,1,0.9676835486424488,0.0323164513575641,1
134,1,1,1,-0.9925527805791652,0.02,1,0.3504315104616564,1,1,135,0,1,0.982284411798648,0.0177155882013427,1
135,1,1,1,-0.9925527805791652,0.05,1,0.8748620971929245,1,1,136,0,1,0.9512361964345504,0.0487638035654486,1
