ID,resp,theta,previous,contrast,state,stim*contrast,block,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,State
1,1,-1,0.0,0.01,2,-0.17399907626961167,1,0,1,0,0,0.23180915928543677,0.7681908407145673,1
1,0,1,-0.9925527805791651,0.02,2,0.3504315104616564,1,0,2,1,0,0.17781094394788544,0.8221890560521165,1
1,1,1,1.0074627157421212,0.05,2,0.8748620971929245,1,1,3,1,1,0.2036186313808304,0.7963813686191632,1
1,1,1,1.0074627157421212,0.05,2,0.8748620971929245,1,1,4,1,1,0.2115257025840378,0.7884742974159574,1
1,0,1,-0.9925527805791651,0.02,2,0.3504315104616564,1,0,5,1,0,0.20199486916805154,0.7980051308319495,1
1,0,-1,-0.9925527805791651,0.01,2,-0.17399907626961167,1,1,6,1,1,0.28293416954267947,0.7170658304573267,1
1,1,-1,1.0074627157421212,0.02,1,-0.3488092718467011,1,0,7,1,0,0.3656648286397915,0.6343351713602083,1
1,1,-1,1.0074627157421212,0.01,1,-0.17399907626961167,1,0,8,1,0,0.4450656937834529,0.5549343062165535,1
1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,9,1,1,0.5226234593091839,0.4773765406908123,2
1,1,1,1.0074627157421212,0.05,1,0.8748620971929245,1,1,10,1,1,0.6006823586156258,0.39931764138436926,2
1,0,-1,1.0074627157421212,0.1,1,-1.7472908364634159,1,1,11,0,1,0.6838102978323063,0.3161897021676968,2
1,0,-1,-0.9925527805791651,0.01,1,-0.17399907626961167,1,1,12,1,1,0.522049065961938,0.4779509340380577,2
1,1,1,1.0074627157421212,0.01,1,0.17562131488456706,1,1,13,1,1,0.3820830880999848,0.617916911900015,1
1,1,1,1.0074627157421212,0.01,1,0.17562131488456706,1,1,14,1,1,0.23459521691569485,0.7654047830843043,1
1,0,1,-0.9925527805791651,0.02,1,0.3504315104616564,1,0,15,1,0,0.07095781157655744,0.929042188423442,1
1,1,-1,1.0074627157421212,0.1,1,-1.7472908364634159,1,0,16,1,0,0.006801457681649644,0.9931985423183473,1
1,1,-1,1.0074627157421212,0.05,1,-0.873239858577969,1,0,17,1,0,0.0436080629477896,0.9563919370522134,1
1,1,-1,1.0074627157421212,0.05,1,-0.873239858577969,1,0,18,1,0,0.08106281354636449,0.9189371864536399,1
1,1,-1,1.0074627157421212,0.02,1,-0.3488092718467011,1,0,19,1,0,0.12885398047910027,0.8711460195208959,1
1,1,-1,1.0074627157421212,0.01,1,-0.17399907626961167,1,0,20,1,0,0.15780127815281472,0.8421987218471908,1
1,1,-1,1.0074627157421212,0.01,1,-0.17399907626961167,1,0,21,1,0,0.16759776659090267,0.832402233409097,1
1,0,1,-0.9925527805791651,0.01,1,0.17562131488456706,1,0,22,1,0,0.15881729765316127,0.8411827023468421,1
1,1,1,1.0074627157421212,0.02,1,0.3504315104616564,1,1,23,1,1,0.17952134939745146,0.8204786506025494,1
1,1,-1,1.0074627157421212,0.05,1,-0.873239858577969,1,0,24,1,0,0.1810273588553412,0.8189726411446585,1
